text,label
አንተም ታሸንፋለህ,0
ማስታወቂያ ሚኒስቴር,0
ተስፋ ቆረጠ,1
በዘልማድ,1
አለጠለጠ,1
የሚዋቀረውም ከተራ ስማዊ ሀረግ,0
ጉዳዩን ሞላ,1
የቤት ስራ,1
ሚስጢር አጋለጠ,0
ተካይ ነቃይ,1
የሚያሳየው ውድ ኦፓል,0
እንደወግ የወሰድናቸው ነገሮች,0
በር በሩን አዬ,1
ቀባ ቆራጭ,1
በራሳቸው አቅምና በተረዱት ልክ,0
የነገሩንና ያጋጠመንን እናጋራችሁ,0
ምንጭር ቆራጭ,1
ጅማ አባጅፋር,0
ልቡና ይስጥህ,1
ልብቡ አልሰከነም,1
ቀነደበ,1
የሰጠ,1
የትምህርት አይነት,0
ርሀብ ሞረደው,1
የገቢ ግብርን ዘመናዊ መልክ የያዘ,0
ሰው መብላት,1
በቁርጥ አደር,1
ቅፍፍ ያለ,1
ባጭር ቀጨ,1
የምንጋራው,0
መለየትና የያዙትን የግስ መጠን መግለፅ,0
የክፍለ ትምህርቱ ዝርዝር ይዘቶች,0
አደጋ ሊያጋጥምም ይችላል,0
ብረቱ ሸንቶበታል,1
የመጀመሪያውን ማስታወቂያ,0
ሲጥ አደረገው,1
የአንድ መናኛ መስሪያ ቤት,0
ሁለት እጁ እነሴ,0
መፅሀፍ መምህራንን የሚያግዝ እንጂ,0
ልቡ ቆረጠ,1
እንደሚኖሩ ይታወቃል,0
ለማስተማር,0
እንትፍትፍ,1
መስገርት,1
ሊያብቡ ወይም ሊቀጭጩ የሚችሉት,0
በሳምንት ዉስጥ,0
ዋስ ሁነኝ,0
መልከ መልካም,1
ወህኒ ቤት መግባት,0
ላይ ተዘጋጅተው እንዲመጡና በየተራ,0
ቆጠረበት,1
ላይ አይኑን ማንከራተት ጀመረ,0
ዜማው ሰበረ,1
ባዶ ባዶ,1
ተላላሰ,1
ስራ አስኪያጅ,0
ትጥቅ,1
እንደ ተፈጥሮዬ,0
እግዚአብሄር ቅጥል አለ,1
የሀገር ፍቅር,0
አስመታ,1
ትምህርቱን ቀጠቀጠ,1
ሱሪ አለበስኩም,1
ለስብሰባ መጥተው,0
ክረምቱ እስኪወጣ,0
ጠባብ ትርጓሜ አንፃር,0
ሳር ቅጠሉ ሁሉ,1
ብቅል አይጠንሰስ,1
አባትህ ጫማ ጠጋኝ እንደነበረ,0
ለዋሳ,1
በሶስቱም ተግባራት ላይ,0
ሀፍረት ለበሰ,1
የነገር ማቋራጫ,1
ቁስሉን ነካው,1
ቋሚ ነገር,1
አዎንታ ከመሆኑ ባሻገር,0
ተማሪዎች በአረፍተነገሮቹ ውስጥ,0
ብረት ሰሪ,1
የሰው አገር,1
ለህዝብ ጥቅም የሚሆኑ ስራዎች ማከናወኛ,0
ሊቀ መንበር,0
እምየ ምኒልክ,0
ትምህርት ቀለበ,1
ኒክ የእምነትና የተስፋ,0
አማ,0
መነሾ,1
የገባቸው ይመስላሉ,0
ሆዱ ሻከረ,1
ተክሊል ሞላ,1
ቅርብ ዘመድ,1
የተለያየ አመለካከትና እይታ ስላላቸው,0
መጭ አለ,1
ትምህርት ቀላወጠ,1
ብሎ ጠየቀኝ,0
በእርሱ ህይወት ዙሪያ,0
ሰማይ ስሚ,0
በቃኝ በቃኝ,1
መድረኮች አነቃቂ,0
አንድ ትርጉም ይዘው ቁመዋል,0
ባልተደረገ,0
መጨመር ማከል,0
ቆዳ,1
መስመሮች በአንጓ ተከፍለው,0
እርግጥ,1
ጥሩና መጥፎ,0
ልብ አብርድ,1
ጊዜው መሽቷል,0
ማህበረ ቅዱሳን,0
አልብሽኝ አንተርሽኝ,1
ልቤን ማረከችው,1
ሙሉ ዉድቀት,0
አየር መዛባት,0
መድሀኒቱ ረከሰ,1
ልቡ ሰባ,1
ለውይይት መጋበዝ,0
በኋላ ኒክና ካኔ ተጋብተው,0
ዘር መምህር,1
ደካማ ጎን,0
በነገር ተነካ,0
ፊታቸው እንደፀሀይ ያበራል,0
ደመናው ተሾመ,1
ለማስተማር ከቀረቡት ምንባቦች,0
ባልተቤት,1
በሶስተኛው አመት,0
ከአረብኛ ቀጥሎ ትልቁ ሴማዊ ቋንቋ,0
የቅድመንባብ ጥያቄዎችን ያሰሩ,0
ለስላሳና ምቹ የሆነ ማእድን,0
ልጓም አጥባቂ,1
ልብ አፈረሰ,1
ቴያትር ቤቱ ግን ገና አልተከፈተም,0
ቦይ ቀደደ,1
በብናኝ ገደሉት,1
ስነ ልቦና,0
ብድግ ያህል,1
በጥያቄው ስር የቀረቡ አረፍተነገሮች,0
እንባው ረገፈ,1
ገንዘቡን በተነ,1
ራስ ምታት,1
በሶ አበሰበሰ,1
እየቅል እየቅሉ,1
በል እንጂ,1
በሱ ቆርበሀል እንዴ,1
አሽከራቸዉ በሞተበት,0
ትጠበቅ ነበረ,0
በእዚያ ያገኟቸውን,0
ውጤት,0
ቅጡም እንዲያ,1
አፀፋ መልስ መስጠት,0
በዋጋ ተራራቁ,1
መጥፎ ጠረን,0
ህዝቡን በማንቀሳቀስ ልዩ ዘመቻዎች,0
ሀይማኖቱን ለወጠ,1
በሶማሊያ ባለው ሰላም እጦትና ድርቅ,0
የፅህፈት ክሂልን የሚመለከቱ,0
ፈተና መቀመጥ,0
አታክብደው,0
በአካል መምጣት የማይችሉ,0
ሳረ በል,1
ለነገር ተዘጋጀ,0
አንደበቱ የተለቀመ,1
አርከፈከፈብን,1
ይዞ የተፈጠረዉ,0
ሁለ በል,0
ቡዳ በላው,1
የተተፋ,1
ጥሬ ቃል,1
ነፃ ህይወት,0
ቆይ,1
እንዲገለገሉበት እየመምህርን,0
የጉድፍ ልቅ,1
ቁቲት በጣሽ,1
ከቀፎው እንደወጣ ንብ,1
ግፍ ሰራ,1
ክፍለ ጊዜ,0
ራሱን ቻለ,1
እጅ መንሻ,1
ራስ ራሱን,1
ብርክርክ አለ,1
እሾህ አይውጋህ,1
መጠቀም መገልገል እድል,0
መኝታ ቤት,0
ስር የለሽ,1
በክፍል አምስት,0
በሽታዬን አውቀህልኛል,1
ወዘተ ሊሆን ይችላል,0
እንደየሁኔታው,1
በጎ በጎ,1
ለትርፍ ያልተቋቋመ ድርጅት ፈጥሯል,0
እዚህም እዚያም ይሰማል,0
ልክፍታም,1
መሬት እስኪነካ,0
ክፍለ ሀገር,0
ብር ነቀል,1
ሰውነቴ በረዶ,1
አገሪቷ ለውጥ ያሻታል,1
መቆያ,1
መጠጣትና መተሻሸት ይመርጣሉ,0
የመጀመሪያው ልቦለድ ጦቢያ,0
ልጨኛ,1
ለተከፈለበት የግብር ክፍያ,0
የደስታ ቤት,0
የስራ ቋንቋ ይሆናል,0
እ ኤ አ በ አመተ ምህረት,0
ቢፈጥር ቢፈጥር የማያልቅበት,0
ቁም ነገራም,1
ርጥብ ቁርበት,1
እጀ ሴሰኛ,1
እስልምና እምነት,0
ሽጓጣ,1
አገልግሎት ላይ የሚውል,0
ምድር ዞረበት,1
ቃለ ምልልስ,0
የሚከተሉትን አገሮች እንመልከት,0
ጎመን ዘር,0
መኪናውን ቆሰቆሰ,1
ምግበ ስጋ,1
ሰመር ገባ,1
ሌላውን,1
በማተሚያ መሳሪያ ሊከተብ ችሏል,0
ለታማሚው ፈውስ ለመስጠት,0
ከምእራብ አፍሪካው ሀውሳና,0
ርግጡን ንገረው,1
እጁን አቆመ,1
ልኮልኛል ኮ,0
ልበ ሞቃት,1
ሌባ ዝናብ,1
ህዝባዊ ሀብት,0
ካልነኩን በቀር,0
ተራ በተራ,1
ደካማ ጎን,0
የገበያ ትስስር የታወቀ የመገበያያ,0
መከተ,1
ከአመታት በፊት,0
ቆንዳ ቆንዴ አለ,1
መላቢስ,1
የፐብሊክ ዲፕሎማሲ,0
ምድር ደህና ዋይ አለ,1
ለብቻ,1
ላይ ትልቅ ተፅእኖ ስለሚኖረው,0
ልበ ቀን,1
መሻት ይገባዋል,0
ዳገቱ ሲያቀና,1
ከቁንጫ ሌጦ ማውጣት,1
ካርኔ ቆራጭ,1
እቅጩን ተናገረ,1
በተማሪ መፅሀፍ,0
በርካታ ቁም ነገሮች ስለያዙ,0
ግምገማ,0
ሌባ ሚዛን,1
የንጨት ሽበት,1
ተረኛ ይገባል,0
የሀገር ገፅታንም ያበላሻል,0
ክፉና በጎ,1
ቤተ ፈት,1
የሚስተናገድበት ሚዛናዊ ቀመር,0
በትውልድ አርመናዊያን,0
ቀለም አገባ,1
በሙያቸው ስራ የማግኘት,0
በረት ምጣድ,0
ይህ ደግሞ እውቀትንና ተሞክሮን ይጠይቃል,0
የመጀመሪያው ልቦለድ ጦቢያ,0
ጣእም ለወጠ,0
ዝናብ ቀጠቀጠው,1
የሴት ምራቋ ደንዳና,1
ተብታባ,1
ሙክቱ ቀለጠ,1
ስንዝር ሲሰጡት,1
ጓያ ሰበረው,1
የቂል በትር,1
ሸለተ,1
ወንደ ላጤ,0
ልብ ወለድ,0
የከበረ ድንጋይ,0
ስራ ተቋርጠ,1
የፈለገው ቢደረግ,0
በለውጡ ተመጣጣኝ የሆነ እቃ,0
የተፈጥሮ ሀብት,0
ቋንቋው በተለያየ መንገድ,0
ካለሰው ቢወጣት,0
አብይና ንኡስ ታሪክ የሚቀርብበት,0
ቅንብቻ ሆድ,1
በጥርስ ሸኘው,1
ልብ ነሳው,1
በዘመናዊ መሳሪያ ቢደገፉ,0
መድሀኒቱ ረከሰ,1
መስከረም ሲተኮስ,1
ስምንት መቶ ሀምሳ ሺህ,0
ሰዶ ማሳደድ,1
ጣና ሞገድ,0
ግብር የማይከፈልባቸው ገቢዎች,0
ሙርጥ አወጣ,1
የስነፅሁፍ ዘርፍ,0
ቅጥየለሽ,1
የተማሪዎችን ስራ ትክክለኛነትና ተገቢነት,0
የልብ ልብ በቃው,1
መሆኑን ሲገልፁ,0
ከቀፎው እንደወጣ ንብ,1
በእርግጥ በትክክል በእውነት,0
የሰውነት መብት የተሰጠው አካል,0
በሙሉ የተጫሙት ጫማ,0
ለስራዉ ማነቃቂያ,0
እምነት,0
ስለቱ በረደ,1
ሳር እግዚአብሄር,1
የበቃ,1
አንብቦ መረዳትን ለማስተማር,0
መሳል የለባቸውም,0
ቀነ ቀጠሮ,1
እንጂ አብዛኛው በጭድ የተሞላ,0
የሰው ባዶ,1
ቀልበ ቢስ,1
ተቀናሽ ምሳሌ,0
እሾህ አፍ,1
መሬት ነካ,0
ቀጥያሉና ሚዛናዊ የሆኑ,0
ብድር ከፋይ,1
ማስወረድ መግደል,0
በአመለካከቱና አኗኗሩ,0
አላስተረፈኝም,1
ህገ ወጥ,1
በመረዳት በጋራ,0
ቋቅ አለው,1
ጉዞ ሄደ,0
አስመለከተህና,1
ቀን አይቶ,1
መቼ እንዲህ አልኩ,1
ለዚህም ከፍተኛ አስተዋፅኦ ያደረገው,0
ኑሮ ቀያሪ,0
ዘመናዊና ቀልጣፋ የግብር ስርአት,0
ሁለት ሜትር ርዝመት ያለው,0
በገንዘብ ሲተመን,0
እስካሁን ካዳመጣችሁት ምንባብ,0
አርሶ አደሩን አለመለያየት,0
ጋር የምናደርገው,0
ጉልበቱ ተሸነፈ,1
ልቡና ይስጥህ,1
የሳበው,0
የእለት ተእለት ተግባራት ሆነው,0
ቤት ሰረሰረ,1
በስርአትና በቅደም ተከተል,0
ልብ አሳጣ,1
ስም ለበስ,1
ናትናኤል ደብተር ገዛ,0
ለሚያገለግል ህዋስ,0
የተቋጥሮ ዝምድና,1
እናት ፓርቲ,0
የእንጨት ምንቸት,1
ሞት ቀነጠሰው,1
እንዲያቀርብ መነሳሳትን ፈጥሮለታል,0
በወካዪና ቋንቋ,0
አለጠለጠ,1
የመጣው ቢመጣ,1
ብር ቂንጥ,1
ዋናውን ሀሳብ በፅሁፍ,0
ባለቤት,1
ቁርበት ጣሉለት,1
ከአገልግሎታቸው አንፃር ሀተታዊ,0
በተገነቡ ሀሳቦች ወይም መርሆዎች,0
አይቡ መጠጠ,1
ቋንቋ ለቋንቋ,1
ምሳ አደረገ,1
የቀንድ ከብት,0
የአንድ ሸክም አልባ,0
ደብረ ዘይት,0
መላ ቅጡ,1
ብዙ ገፀባህሪያት,0
ብትሰማ ይሻላል,1
ህሊና ቢስ,1
ጥናት ማድረግ,0
በቀንዱ አፈር ያዘ,1
አቀላወጠ,1
አበራች እንደፀሀይ,0
ብቅል ረገጠ,1
አኩርፈህ ነዉ,0
ጠንካራ,0
አራራቂ,1
ማስረዳትና ማሳወቅ አላማዎች,0
ፊት,0
አጫራሽ,0
የእረኛ ቃል,1
በግሳዊ ሀረጋቸው ክፍል,0
ቃል ለምድር ለሰማይ አለ,1
የማያይ መስሎ አዬ,0
የሩቅ ዘመድ,1
በቃል ነገረው,1
የተለያዩ ብሄር ብሄረሰቦች,0
እህል ውሀው ተበጠሰ,1
ይሉኝታ ስግብግብነትን,0
ባላገር,1
ይመስል,0
የቤት እቃ,0
አፄ ምኒልክ እንደ አፄ ቴዎድሮስ,0
እድሉን መሞከር,0
መዛግብተ ቃላት,0
ስራ ተቋርጠ,1
ቁርጥ ነገር,1
ለመናት,1
አደጋ ከፍተኛ,0
ባለ ወግ,1
በር በሩን አዬ,1
ባዶውን ቀረ,1
መከራ ስጋ,1
ግራ ክንፍ,0
የባዮቴክኖሎጂ ምህንድስና,0
በአፄ ምኒልክ ዘመነ መንግስት,0
በብናኝ ገደሉት,1
በረከት የለሽ,1
ላጤ መላጤ,1
ተቋቋመው,1
አስተዋይ ሁን,0
የእገሌ ስም በራዲዮ ተጠርቶ,0
አንገቱን ቀለሰ,1
ልብ አጠፋ,1
በማይታይ ፍቅር,0
ተቃለለ,1
ባለዉ ግንኙነት,0
ቂጣ ቆረጥ,1
የልብ ልብ በቃው,1
ቀንቶታል ጎበዝ ሁኗል,0
ይቅር አለ,1
ቆሽቱ አረረ,1
ሰው አደረገው,1
አደራ በላ,1
ቦታ ማብቃቃት,1
ስርራ ፈታ,1
ልበ ልል,1
መዝገቡ ድብልቅልቅ,0
ቅኔ አትናገር,1
ብረቱ ሸንቶበታል,1
በስራ ላይ,1
በዚ ፈንታ,0
ቁመተ ስጋ,1
ተባላ,1
አይገቡ የሚገባ,0
ስር ስሩን,1
ነገሩን አልቀበል አለ,0
ሰለጠነባቸው,1
ምግበ ስጋ,1
አበሰለ አበሰለች,1
ነገር ማብቃቃት,1
ሽባጥ,1
መልካም ባአል,0
ሰው መብላት,1
መርጦ መሆን ወይም መከተል መቻሉ,0
ልቡ ተሰነጠቀ,1
በቅሎ ነች,1
ቀኝ ቀኙን ያስመልክትህ,1
ውሻ አይበላው ጥል,1
የቅርብ አላፊ,0
ሽመልስ ፀጋ ትግስት ሞገስ,0
ተረከከው,1
መገዘዝ ፊት,1
የሚያቃስት ድምፅ,0
ለነገር ተሰለፈ,1
ቀነደበ,1
ግርማ ሞገስ የራቀው አድሀሪ,0
ቅጠል በጣሽ,1
አጋጣሚያዊ,0
የሀገር ምሰሶ,1
በምሳሌ እንዲገልፁ ለተማሪዎች መጠየቅ,0
መምህራንን የሚተካ,0
ታች በሌ,1
ፈሱን ቆረጠ,1
ቁልፉ ሚስጢር,0
ልቡ ሰባ,1
መፍትሄ ሀሳብ,0
የምንባቡ ጭብጥ ያሳደረባቸውን ስሜት,0
ቃርያው በሰለ,1
አይኑ ሞቷል,1
ያረጀ,0
በሽታው ይበርዳል,0
ጎመን ዘር,0
ሲመለሱ የማይችሉትን,0
ተማሪዎች በጥሞና እንዲያዳምጡ,0
ቅፅ,0
ቀላድ ጣለ,1
አውሬ ቀሰቀሰ,1
የሚኖሩ ቦጋለ መብራቱ,0
ጥል ቆመ,0
የዶሮ መረቅ,0
የባህል ሀኪሞች መድሀኒት,0
እስቲ ልውስ ትልና,1
አንድ ግስ የያዘ,0
መቸውንም,1
የትዳር አጋር,0
አባቴ ጫማ ሰፊ,0
ቸበቸበው,1
ደም ግፊት,0
አለባበሰ,1
ሽሮ ወጥ,0
በሊታ,1
የወፍ ቋንቋ,1
የኖሩት እንደስደተኛ,0
ሲቆፍሩ ያደሩ በርካታ ወጣቶች,0
በመጨረሻም ተገቢእርማት ያድርጉላቸው,0
ቂም አረገዘ,1
የእግዜብሄር በትር,1
መስክረም ሲብት,1
ስልጣን እንዳጣህ አትኑር,0
በአጋጣሚ ቃሉ,0
የወንድ በር,1
ራስ ስሞሽ,1
እግዚአብሄር ጣት,0
አንብቦ መረዳትን ለማስተማር,0
ለይስሙላ,1
ሊበላ,1
የሄደበት ሁሉ የሚስማማው,0
ለጦርነት ታጠቀ,1
አመርቂ ውጤት ሊያስገኝ አልቻለም,0
ብረት ሰራ,1
ክፉ ሰዉ,0
አቃለለ,1
ዝምተኛ ሰዉ,0
ዘመናዊ አፃፃፍ,0
ቁርበት የሌለው,1
ማየት አቃተው,0
ላይኞች,1
ቀጭን,0
አእምሮ ተጠቃሽ,0
ቅምጠላው ጠፋ,1
ይህ ከሆነ ሀገር,0
ቁርበት የሌለው,1
አኝዋ,0
መጫወት አለባቸው,0
ምላስህን ሰብስብ,1
በረሀብ ተቀጣ,1
ገበታ ረጋጭ,1
ማደጎ ይመስል,0
የምትባል አሜሪካዊት,0
መኸሩ ሳተ,1
ቀንድ አሽሽ,1
የደላንታ ወረዳ ማእድን ስራዎች,0
የእረኛ ቃል,1
አርባ ወጣት አርመናዊያንን,0
ፀጋ ለበሰ,1
ቸር ጓደኛ,0
የቀለም አባት,1
መምህር እዉነት,0
ስር ሰደደ,1
ወገብሽን ታጠቂ,1
የቅባት እህል,0
ልቤ ረጋ,1
ሰው ሰራሽ የሚሆነው,0
ልብ አብሽቅ,1
ዝናብ ቀጠቀጠው,1
ዮሀንስን በመምህርነቱ,0
ፊት,0
ህገ መንግስት,0
የግስ ጊዜያትን እንዲጠቀሙ,0
እየጠናከረና ቅርፅ እየያዘ,0
ሌባ ጣት,1
ቀን ቢከፋባት,0
የሚገኙትን የቅድመ ማዳመጥ ጥያቄዎች,0
ቀንደኛ,1
ንግግሩን አላረካውም,1
እንደአፍመፍቻ,0
ሽታው ለወጠ,1
የማዳመጥ ጊዜ ጥያቄዎች,0
መግል ሰራ,1
መጠቀም አስፈላጊ,0
በዝርዝር ይዘቱ,0
የማርያም መቀነት,1
ጥርሱን አረገፈው,1
ጥገኛ ሀረግ ዘረጋች ሄደች,0
የአይን ምሳ,1
ከአገልግሎት ከመዋቅር አንፃር,0
ስረ ነገር,0
አሸናው,1
መኖሪያቸው ገጠር ሆኗል,0
ስለተጣለ ግብር የወጣው ህግ,0
ባዶውን ቀረ,1
አጥር ግቢ,0
ወንዝ ማዶ,0
የበግ ለምድ የለበሰ,1
ብዬ,1
በእርማት ማረጋገጥ,0
ሳይጫነኝ ልጄ,0
ክፉ ነገር,0
የመጨረሻው ውድቀት,0
ማርም አልልስ,1
መከራ አሳየ,1
የቤት ስራ,1
እንደምን ሰንብታችኋል,0
የተዋቃሪዎችን አይነትና የግስ መጠን,0
ማጠፍ,0
ትእዛዙ በተለያየ መንገድ,0
ጎህ ቀደደ,1
አንገቱን ቀለሰ,1
የሚጥስ ይሆናል,0
የድንጋይ ክምር,0
ሸክም,1
የተዘጋጁት በአዲስ መልክ,0
ሁሉ አገርሽ,1
በል ልበልህ,1
ምች መታው,1
አለማዊ,0
ናፍቆቴ,0
ስራ ያዘ,1
አንደበተ ስል,1
የስራ የፍቅር,0
ኮምፒዉተር ሳይንስ,0
ክፍል አምስት,0
ሞተር አስነሳ,1
ልቡን መታው,1
ለተማሪዎች ስራ እርማት ያድርጉ,0
ግቢ ጉባኤያት,0
በትሩ ሀይለኛ,1
ወንደ ላጤ,1
የሞቀ ቤት,1
እልልታው ቀለጠ,1
በሱስ ምክንያት,0
ስነ ስርአት,0
ችግሮችና መሰናክሎች,0
ይቅር አሰኘ,1
በአፍሪካና በእስያ የሚገኙ,0
ማስተማር እንዳለባቸው,0
መሰረታዊ ግእዝ,0
ብትን ንባብ,1
ቆቡን ጣለ,1
በፈጠረሽ,0
ጓያ ሰበረው,1
ስር ጠምዛዣ,1
በአላማውም አንድን ጉዳይ,0
አይሆንልኝም,1
ቋሚ ነገር,1
ቃሉን ሰጠ,1
ላደረገልኝ ለዚህ ቀናኢ,0
ማፉድ ገበያ,0
ምላሽ ጠራ,1
በትር ፈለገው,0
ሆደ መጋዝ,1
ድህነትን ለማጥፋት,0
አያ ሙሌ,0
በኩራት ተነፋ,1
ህልሙን ያሳካ,0
ተባራሪ ጥይት,1
የቅጅ መብት,0
ያወጣው አንድ ዘገባ,0
ሀሳብ ተሰነቀረብኝ,1
ምግብ የምትሰራልኝ,0
በራፍ,1
እሳት መታው,1
እጁን አቆመ,1
ልታየዉ የማትችለዉን,0
ማዶ ማዶ,1
የዜግነት ክብር,0
አጋናኝ አረፍተነገር,0
ትሁት,0
ቅዱስ ገብርኤል,0
ምክንያት,0
ታጥቆ ተነሳ,1
እዉነተኛ ፍቅር,0
የቃላዊ ግጥም አይነቶች ብዙ,0
ተቆርጦ የምትወደዉን,0
ሴራ,1
ጥያቄዎችንም እንዲሰሩ ያስታውሷቸው,0
የሎተሪ ማስታወቂያቸውን,0
በለስ ጣለ,1
ልጓም ጣሰ,1
ብው ብሎ ሰከረ,1
እንደመረጃ ምንጭ ሆነው ያገለግላሉ,0
ለህክምና ሶስት መቶ ሀምሳ ብር,0
እንባ አላፈልቅ,0
የማያቋርጥ የማያልቅ ጭቅጭቅ,0
ውጤታማ ነጥቦች,0
በተማሪዎች ፅሁፍ የሚሞላ,0
በአፍሪካ ውስጥ ደግሞ,0
ባዶ ለባዶ,1
ቅድስት ጉባኤ,0
አንጀቱ ተቃጠለ,1
ሎጥ ሎጥ አለ,1
የጥንቱን እንተወው,0
ምስጋና ይግባው,1
ተቋጠረ,1
አፍፉን ለቀቀ,1
በሽታ ይዞታል,1
ብትን ስራ,1
ብይ መጫወቻ,0
መሸጦ,1
ተንታኝ አንቀፅ,0
መላኩን እንዲቀጥሉ,0
ስንዝር ሲሰጡት,1
ቅድስት ኤልሳቤጥ,0
የምንሻገር,0
ሙርጥ አወጣ,1
መቆራረጥ,1
ሹል ቂጥ,1
ከመቀጠር የሚገኝ ወርሀዊ ገቢ,0
ቁመናቢስ,1
ረሀቡ በረደ,1
በረኛ,1
ሰምና ፈትል ሁናችኋል,1
መስገርት,1
ቤተኛ,1
ልቡ ቀረ,1
ላይ ላዩን ሄደ,1
የፊቱን ጦር ቀመሰ,1
መስሎ ስለታየው ለማንበብ ተበራታ,0
ህብረተሰባዊ ኋላቀርነት,0
ትዳሩ ሞቀ,1
ወህኒ ቤት አስገባ,0
ልብ አድርቅ,1
ለቃላት ተመሳሳይ ፍቺ መስጠት,0
መልአከ ሞት,0
ኦፓል ፀሀይ ላይ ሲደረግ,0
ስለሆነም ሰዎች ሁሉ,0
ቀልጣፋ ንቁ ባለሙያ,0
ሀሳብ ያዘው,0
ሆድ እቃ,1
ትፋታም,1
ሊያስተናግዱ ይችላሉ,0
ተወዳዳሪ ተፎካካሪ,0
ክህሎት ስልጠና,0
ሶስት ሰበር,1
ዝንጅብል,0
ልበ ከንቱ,1
ወሬው በረደ,1
መሳሳት መወናበድ,0
ስነ ሰእል,0
መለስ በአደጋ ምክንያት ያጣ,0
የተገለፁ ሀሳቦችን በመፈለግ እንዲፅፉ ያድርጉ,0
ቂጣም,1
ሰዶ ማሳደድ,1
ወንድ ወጣቶች ከጉድጓዱ ሲወጡ,0
አሰልጥ ባርያ,1
ቃል ሰጠ,1
ልብ አጠፋ,1
ሰውነቱ ባዘተ,1
ባህል ህክምና,0
ግብር ከፋዩ ማን እንደሆነ,0
እድሜሽን ልትነግሪኝ,0
ቅቤ ማውጣት ጀመረ,0
መነሾ,1
ተሻሽሎና ተቀናጅቶ የቀረበ,0
ማለትም አራቱን የቋንቋ ክሂሎች,0
አባራረ,0
በጅ አለ,1
ትምህርቱን ቀጠለ,1
ባር ባር አለው,1
ፍቅር አሟጠጠ,1
አእምሮው ተበርዟል,1
ውሸቱን ላፈው,1
ቃላት,0
አረግ መዘዘ,1
መልሱን በጋራ ስሩ,0
ደረሰ,0
ሰንካላ,1
ለጋ ቅቤ,1
ቅልጥ አለ,1
ስንዝሮ,1
ሁሉንም አንቀፆች,0
ዳኛን ሰበረ,1
ውሀ በላው,1
ቀጥለው የቀረቡትን ጥያቄዎች,0
ስነ ምግባር,0
የጀግኖች ባል,1
ሁሉን አቀፍ,0
ከበግ አይሻልም,1
ግብረ ስጋ,1
ነገር ጎለጎለ,0
ረጅም,0
ተቋጠረ,1
በስራ የሚወጠር በስራ የሚደክም,0
በጋራ ስሩ,0
ባዶ እንጀራ,1
ተባቃ,1
በዛብህ የወጣበት,0
የወርቅ ሀብል,0
ችግር ፈጣሪ,0
አብላላው,1
ሳብ ረገብ አደረገ,1
ሰይጣኔ መጣ,1
ማስታወሻ እንዲወስዱ ያድርጉ,0
የትም አገር,0
ትንትግ ትንትግ አለ,1
ልቡ ሞቷል,1
እቀልቤ ገባ,1
እጁን አቆመ,1
የመንግስት ሰራተኛ መሆን,0
የኢትዮጵያ ትንሳኤ,0
ረጅሙ ሰው ትከሻ ላይ ወጥተው,0
ሰባራ ስንጥር,1
አሳከረ,1
ቁመናቢስ,1
በተጨባጭ እንዲረዱ ያድርጉ,0
ልቡ ተቀሰቀሰ,1
ፈተና ቀለለ,1
አንድ,0
አይኑን ሰቅሎ አዬ,1
ምች መታው,1
በእምብርክ አስኬደው,1
ስድ አደግ,1
ተራ ነገር,1
ተራ በተራ ተናገሩ ሀገር ይስማችሁ,0
ቁመተ ዶሮ,1
እምክ እምክ ይላል,0
አስብቶ አራጅ,1
መለስ ቀለስ,1
አለ,1
ሰመር ገጠመ,1
ዱላ ሸተተው,1
የሰማይ ቁጣ,1
ለማደግ የሚያስፈልጋቸውን,0
አፉን ያሞጠሙጣል,1
እንደመሆኑ መጠን,1
ሀዘን ቤት,0
ሞኝ ያገኘው ፈሊጥ,1
ተልባ,1
ዘፈኑ ቀለጠ,1
ከተማ በላው,1
ቁመተ ዶሮ,1
ውሱንነት ስላለው ባህርይ,0
ቅል ራስ,1
ቅልጥጥ ቅብጥጥ አለ,1
ለዛ ሙጥጤ,1
ቁራ ይጮህባታል,1
ያደጉ ልጆች,0
ሽጋ መለሎ,0
የቃል ፅህፈት,1
የሚሉ ምሁሮች አሉ,0
ምስክር ቆጠረ,1
ብር ሸሸ,1
ብልቱን መታው,1
መድሀኒቱ ረከሰ,1
በአንድ ቃል ታስሮ,0
አይጥ አበላ,1
ስራ ስራውን,1
የስጋ ቁራጭ,1
ነገር ቆሰቆሰ,1
በዘልማድ,1
ከአገልግሎት ከመዋቅር አንፃር,0
እርግፍ ያርገኝ,1
ጋለበ,0
ሆዱን ሰጠ,1
ሰኔና ሰኞ,1
ስልጡን አፍ,1
ብቅል ረገጠ,1
ሴት አውል,1
መላ መታ,1
አዘነበት,0
ይበላል,1
ዉሀ ሙላት,1
ታቦት ነገሰ,1
አንዱ የሆነው የደላንታ ወረዳ,0
አደይ አበባ,0
ነጠላ አረፍተነገር,0
በተለያዩ የሀገር ውስጥና የውጭ,0
በጦር ማገረበት,1
መንከባከብ መጠበቅ,0
ላይኞች,1
ከጥቅሶቹ መሀል መዝገቡን,0
ባጣ ቆዬኝ,1
ኢትዮጵያዊ ነን,0
ቅድ አፍ,1
ብልሀት አለቀበት,1
የሰዉን ችሎታ,0
ሰውነቱን በላው,1
ከሆነማ,1
ቁም ለቁም,1
ሙት ለሙት ያለቅሳል,1
እጁን ሰጠ,1
ትከሻ ለትከሻ,1
መማለጃ በላ,1
ሁሉም በየአይነቱ ገብቷል,0
የልቦለድ አይነቶቹ ብዙ,0
ራሱን አዋረደ,1
